Var1,Var2,R value,P value
C_MGO,C_SI,0.104860000,0.303721654
C_MGO,C_MN,-0.798000000,0.433813124
C_MGO,C_P,-0.677000000,0.506688534
C_MGO,C_S1,0.882600000,0.386675241
C_MGO,C_V,0.864600000,0.396433898
C_MGO,C_TI,0.234200000,0.818323768
C_MGO,C_CR,0.283700000,0.780819823
C_MGO,C_NI,0.639300000,0.530642342
C_MGO,C_CAO,0.134600000,0.894972854
C_MGO,C_SIO2,0.784000000,0.938707881
C_MGO,C_MGO,1.000000000,0.000000000
C_MGO,C_AL2O3,0.723900000,0.477701939
C_MGO,C_FEO,0.653000000,0.521871621
C_MGO,C_S2,-0.196000000,0.847558035
C_MGO,C_TIO2,-0.820500000,0.420962720
C_MGO,C_V2O5,-0.258200000,0.800082350
C_MGO,BA,-0.312900000,0.758927026
C_MGO,CCO,-0.272000000,0.978716957
C_MGO,CCO2,0.128100000,0.900017441
C_MGO,CH2,-0.821000000,0.420679716
C_MGO,CN2,-0.864800000,0.396324658
C_MGO,C_CH4,0.679200000,0.505308461
C_MGO,FOCA,-0.147060000,0.149181529
C_MGO,POCA,-0.261000000,0.797961064
C_MGO,OEF,-0.125390000,0.218748955
C_MGO,OEP,0.000000000,1.000000000
C_MGO,TOHA,0.000000000,1.000000000
C_MGO,POHA,-0.577300000,0.571247585
C_MGO,AWS,-0.116510000,0.253139167
C_MGO,FOCW,-0.748900000,0.462629254
C_MGO,BKE,0.944800000,0.354097097
C_MGO,FOTCW,0.000000000,1.000000000
C_MGO,CIV,-0.135360000,0.184290838
C_MGO,FS,0.911000000,0.371579471
C_MGO,FA,-0.121700000,0.232608553
C_MGO,NOCR,0.000000000,1.000000000
C_MGO,BWOO,0.000000000,1.000000000
C_MGO,BWOC,-0.136550000,0.180462661
C_MGO,TOMI,-0.628800000,0.537414703
C_MGO,TFP,-0.180880000,0.076030242
C_MGO,TFT,-0.211900000,0.037660716
C_MGO,SPOF,-0.110460000,0.278624601
C_MGO,PDOIF,0.108230000,0.288444272
C_MGO,PDOUF,-0.215090000,0.034873317
C_MGO,PDOCF,-0.985000000,0.333993106
C_MGO,OER,-0.161330000,0.113555482
C_MGO,TCT,-0.409200000,0.688168970
C_MGO,UROCG,0.116080000,0.254895080
C_MGO,BGV,-0.156800000,0.877776861
C_MGO,TLOF,-0.114070000,0.263215180
C_MGO,API,-0.114780000,0.260255089
C_MGO,TOCW,-0.397000000,0.968940311
C_MGO,SWS,-0.815100000,0.424026274
C_MGO,FOCG,0.000000000,1.000000000
C_MGO,ABT,0.134090000,0.188442325
C_MGO,VST,0.000000000,1.000000000
C_AL2O3,C_C,-0.358000000,0.725495231
C_AL2O3,C_SI,0.635600000,0.533023842
C_AL2O3,C_MN,0.808000000,0.936835457
C_AL2O3,C_P,0.183400000,0.857249031
C_AL2O3,C_S1,-0.860000000,0.993270084
C_AL2O3,C_V,0.152930000,0.133611652
C_AL2O3,C_TI,-0.376600000,0.711854183
C_AL2O3,C_CR,0.413700000,0.684922799
C_AL2O3,C_NI,-0.213630000,0.036126403
C_AL2O3,C_CAO,0.303900000,0.765655141
C_AL2O3,C_SIO2,-0.132000000,0.896990191
C_AL2O3,C_MGO,0.723900000,0.477701939
C_AL2O3,C_AL2O3,1.000000000,0.000000000
C_AL2O3,C_FEO,0.458600000,0.652859787
C_AL2O3,C_S2,-0.462500000,0.650103773
C_AL2O3,C_TIO2,-0.235260000,0.021014320
C_AL2O3,C_V2O5,-0.850100000,0.404402112
C_AL2O3,BA,0.600000000,0.995304681
C_AL2O3,CCO,0.444900000,0.662578565
C_AL2O3,CCO2,0.852000000,0.403352580
C_AL2O3,CH2,0.354600000,0.727998348
C_AL2O3,CN2,-0.671500000,0.510147368
C_AL2O3,C_CH4,0.308900000,0.761915081
C_AL2O3,FOCA,0.101570000,0.319145885
C_AL2O3,POCA,-0.119140000,0.242582859
C_AL2O3,OEF,0.828900000,0.416223098
C_AL2O3,OEP,0.000000000,1.000000000
C_AL2O3,TOHA,0.000000000,1.000000000
C_AL2O3,POHA,0.504700000,0.620594391
C_AL2O3,AWS,0.103010000,0.312332857
C_AL2O3,FOCW,0.109420000,0.283175520
C_AL2O3,BKE,-0.979300000,0.336798015
C_AL2O3,FOTCW,0.000000000,1.000000000
C_AL2O3,CIV,0.957600000,0.347614459
C_AL2O3,FS,0.204380000,0.044989887
C_AL2O3,FA,-0.167820000,0.099747594
C_AL2O3,NOCR,0.000000000,1.000000000
C_AL2O3,BWOO,0.000000000,1.000000000
C_AL2O3,BWOC,0.135700000,0.894119569
C_AL2O3,TOMI,-0.633100000,0.534636018
C_AL2O3,TFP,-0.431800000,0.671925165
C_AL2O3,TFT,-0.116630000,0.252650652
C_AL2O3,SPOF,-0.410100000,0.687519273
C_AL2O3,PDOIF,-0.913600000,0.370215967
C_AL2O3,PDOUF,0.366000000,0.971364541
C_AL2O3,PDOCF,0.121260000,0.234301857
C_AL2O3,OER,-0.547800000,0.591073482
C_AL2O3,TCT,-0.766400000,0.452238182
C_AL2O3,UROCG,0.137600000,0.892646002
C_AL2O3,BGV,0.132090000,0.195119298
C_AL2O3,TLOF,-0.273500000,0.788509428
C_AL2O3,API,-0.132250000,0.194578839
C_AL2O3,TOCW,-0.817400000,0.422719836
C_AL2O3,SWS,0.690600000,0.498188992
C_AL2O3,FOCG,0.000000000,1.000000000
C_AL2O3,ABT,-0.708000000,0.944639410
C_AL2O3,VST,0.000000000,1.000000000
C_FEO,C_C,0.239560000,0.018777501
C_FEO,C_SI,0.849572000,0.000000000
C_FEO,C_MN,0.764700000,0.453241781
C_FEO,C_P,-0.106800000,0.916575412
C_FEO,C_S1,0.909941000,0.000000000
C_FEO,C_V,0.138500000,0.891948125
C_FEO,C_TI,-0.987300000,0.332865579
C_FEO,C_CR,-0.132910000,0.192361054
C_FEO,C_NI,0.121310000,0.234108998
C_FEO,C_CAO,0.264500000,0.795311555
C_FEO,C_SIO2,-0.271780000,0.007674032
C_FEO,C_MGO,0.653000000,0.521871621
C_FEO,C_AL2O3,0.458600000,0.652859787
C_FEO,C_FEO,1.000000000,0.000000000
C_FEO,C_S2,-0.302700000,0.766553573
C_FEO,C_TIO2,0.469200000,0.645380254
C_FEO,C_V2O5,-0.111940000,0.272234498
C_FEO,BA,0.153300000,0.880484328
C_FEO,CCO,-0.371610000,0.000266380
C_FEO,CCO2,0.546040000,0.000000083
C_FEO,CH2,0.402000000,0.693374790
C_FEO,CN2,-0.217400000,0.831152167
C_FEO,C_CH4,0.161010000,0.114273419
C_FEO,FOCA,0.598310000,0.000000004
C_FEO,POCA,-0.374812000,0.000000000
C_FEO,OEF,-0.130040000,0.202141560
C_FEO,OEP,0.000000000,1.000000000
C_FEO,TOHA,0.000000000,1.000000000
C_FEO,POHA,-0.138140000,0.175440295
C_FEO,AWS,-0.735550000,0.000000000
C_FEO,FOCW,-0.505600000,0.619971426
C_FEO,BKE,0.319700000,0.753855606
C_FEO,FOTCW,0.000000000,1.000000000
C_FEO,CIV,-0.857200000,0.400488530
C_FEO,FS,0.536250000,0.000000142
C_FEO,FA,0.275200000,0.787226373
C_FEO,NOCR,0.000000000,1.000000000
C_FEO,BWOO,0.000000000,1.000000000
C_FEO,BWOC,-0.118270000,0.246040057
C_FEO,TOMI,-0.536870000,0.000000000
C_FEO,TFP,-0.353055000,0.000000000
C_FEO,TFT,-0.260370000,0.010645742
C_FEO,SPOF,0.229600000,0.821831628
C_FEO,PDOIF,-0.740500000,0.000000000
C_FEO,PDOUF,-0.708820000,0.000000000
C_FEO,PDOCF,0.799000000,0.433237224
C_FEO,OER,-0.679071000,0.000000000
C_FEO,TCT,-0.849393000,0.000000000
C_FEO,UROCG,-0.247351000,0.000000000
C_FEO,BGV,0.261780000,0.010230091
C_FEO,TLOF,-0.600196000,0.000000000
C_FEO,API,0.861990000,0.000000000
C_FEO,TOCW,0.959900000,0.346457660
C_FEO,SWS,-0.975100000,0.338874452
C_FEO,FOCG,0.000000000,1.000000000
C_FEO,ABT,0.590100000,0.562744706
C_FEO,VST,0.000000000,1.000000000
C_S2,C_C,-0.546400000,0.592022185
C_S2,C_SI,0.685900000,0.501117732
C_S2,C_MN,0.121350000,0.233954791
C_S2,C_P,0.218600000,0.830234316
C_S2,C_S1,0.111800000,0.912685043
C_S2,C_V,-0.139630000,0.170829125
C_S2,C_TI,-0.228650000,0.024905156
C_S2,C_CR,0.382000000,0.707910862
C_S2,C_NI,0.770000000,0.939800286
C_S2,C_CAO,0.731400000,0.473152140
C_S2,C_SIO2,0.354000000,0.728440377
C_S2,C_MGO,-0.196000000,0.847558035
C_S2,C_AL2O3,-0.462500000,0.650103773
C_S2,C_FEO,-0.302700000,0.766553573
C_S2,C_S2,1.000000000,0.000000000
C_S2,C_TIO2,0.458300000,0.653071985
C_S2,C_V2O5,-0.155400000,0.878859678
C_S2,BA,-0.134000000,0.895438333
C_S2,CCO,-0.100800000,0.921246485
C_S2,CCO2,0.905000000,0.374737887
C_S2,CH2,0.717000000,0.943936825
C_S2,CN2,-0.169880000,0.095656239
C_S2,C_CH4,0.237120000,0.020019754
C_S2,FOCA,-0.288820000,0.004606867
C_S2,POCA,0.274470000,0.007092218
C_S2,OEF,0.813300000,0.425050348
C_S2,OEP,0.000000000,1.000000000
C_S2,TOHA,0.000000000,1.000000000
C_S2,POHA,0.214000000,0.833753990
C_S2,AWS,0.364000000,0.721085125
C_S2,FOCW,-0.821800000,0.420227142
C_S2,BKE,0.781800000,0.443204166
C_S2,FOTCW,0.000000000,1.000000000
C_S2,CIV,-0.175750000,0.084730875
C_S2,FS,-0.128300000,0.208244964
C_S2,FA,0.896400000,0.379293785
C_S2,NOCR,0.000000000,1.000000000
C_S2,BWOO,0.000000000,1.000000000
C_S2,BWOC,-0.715100000,0.483070734
C_S2,TOMI,0.387000000,0.704266605
C_S2,TFP,-0.178000000,0.861408999
C_S2,TFT,0.693100000,0.496634869
C_S2,SPOF,0.443500000,0.663574967
C_S2,PDOIF,0.282510000,0.005581850
C_S2,PDOUF,0.619800000,0.543253940
C_S2,PDOCF,0.154300000,0.879710622
C_S2,OER,-0.466800000,0.647070630
C_S2,TCT,-0.504800000,0.620525159
C_S2,UROCG,-0.118440000,0.245361812
C_S2,BGV,-0.115770000,0.256166213
C_S2,TLOF,-0.253700000,0.803494644
C_S2,API,-0.302470000,0.003004512
C_S2,TOCW,0.433000000,0.671066848
C_S2,SWS,-0.121760000,0.232378322
C_S2,FOCG,0.000000000,1.000000000
C_S2,ABT,-0.344800000,0.735229379
C_S2,VST,0.000000000,1.000000000
C_TIO2,C_C,-0.136880000,0.179411598
C_TIO2,C_SI,-0.713200000,0.484234191
C_TIO2,C_MN,-0.171200000,0.866652937
C_TIO2,C_P,-0.470000000,0.963232813
C_TIO2,C_S1,-0.148400000,0.884277123
C_TIO2,C_V,0.394000000,0.969174901
C_TIO2,C_TI,0.473600000,0.642285989
C_TIO2,C_CR,0.550100000,0.589516419
C_TIO2,C_NI,-0.461900000,0.650527465
C_TIO2,C_CAO,-0.285200000,0.779690784
C_TIO2,C_SIO2,0.660000000,0.517419180
C_TIO2,C_MGO,-0.820500000,0.420962720
C_TIO2,C_AL2O3,-0.235260000,0.021014320
C_TIO2,C_FEO,0.469200000,0.645380254
C_TIO2,C_S2,0.458300000,0.653071985
C_TIO2,C_TIO2,1.000000000,0.000000000
C_TIO2,C_V2O5,0.859800000,0.399061099
C_TIO2,BA,-0.140800000,0.167272359
C_TIO2,CCO,0.774200000,0.447649565
C_TIO2,CCO2,-0.235200000,0.817561669
C_TIO2,CH2,0.959800000,0.346507904
C_TIO2,CN2,0.500800000,0.623297049
C_TIO2,C_CH4,0.504300000,0.620871352
C_TIO2,FOCA,-0.295900000,0.771650581
C_TIO2,POCA,0.112570000,0.269545058
C_TIO2,OEF,0.209460000,0.039918703
C_TIO2,OEP,0.000000000,1.000000000
C_TIO2,TOHA,0.000000000,1.000000000
C_TIO2,POHA,0.303000000,0.766328935
C_TIO2,AWS,-0.647700000,0.525255813
C_TIO2,FOCW,-0.590100000,0.562744706
C_TIO2,BKE,-0.113910000,0.263885438
C_TIO2,FOTCW,0.000000000,1.000000000
C_TIO2,CIV,-0.143330000,0.159771870
C_TIO2,FS,-0.223160000,0.028596502
C_TIO2,FA,-0.720800000,0.479589488
C_TIO2,NOCR,0.000000000,1.000000000
C_TIO2,BWOO,0.000000000,1.000000000
C_TIO2,BWOC,0.159300000,0.875843828
C_TIO2,TOMI,0.955900000,0.348471062
C_TIO2,TFP,0.631400000,0.535733701
C_TIO2,TFT,0.157040000,0.123480331
C_TIO2,SPOF,-0.178840000,0.079398640
C_TIO2,PDOIF,0.202090000,0.047447695
C_TIO2,PDOUF,0.289100000,0.776757462
C_TIO2,PDOCF,-0.647000000,0.949402478
C_TIO2,OER,0.773200000,0.448236366
C_TIO2,TCT,-0.632000000,0.950574008
C_TIO2,UROCG,-0.552400000,0.587961249
C_TIO2,BGV,0.824700000,0.418588962
C_TIO2,TLOF,0.116230000,0.254281593
C_TIO2,API,-0.355900000,0.727040929
C_TIO2,TOCW,-0.808000000,0.428074054
C_TIO2,SWS,0.210300000,0.836587455
C_TIO2,FOCG,0.000000000,1.000000000
C_TIO2,ABT,-0.598600000,0.557132215
C_TIO2,VST,0.000000000,1.000000000
C_V2O5,C_C,0.171260000,0.092991371
C_V2O5,C_SI,-0.103720000,0.309009184
C_V2O5,C_MN,0.827000000,0.935353369
C_V2O5,C_P,0.151500000,0.881877286
C_V2O5,C_S1,-0.134180000,0.188145873
C_V2O5,C_V,-0.276000000,0.786622782
C_V2O5,C_TI,0.872000000,0.392404142
C_V2O5,C_CR,0.730200000,0.473878502
C_V2O5,C_NI,-0.993800000,0.329692389
C_V2O5,C_CAO,0.520500000,0.609697774
C_V2O5,C_SIO2,0.812400000,0.425562927
C_V2O5,C_MGO,-0.258200000,0.800082350
C_V2O5,C_AL2O3,-0.850100000,0.404402112
C_V2O5,C_FEO,-0.111940000,0.272234498
C_V2O5,C_S2,-0.155400000,0.878859678
C_V2O5,C_TIO2,0.859800000,0.399061099
C_V2O5,C_V2O5,1.000000000,0.000000000
C_V2O5,BA,-0.113720000,0.264682897
C_V2O5,CCO,-0.100000000,0.999921744
C_V2O5,CCO2,0.210550000,0.038896201
C_V2O5,CH2,-0.272000000,0.789642012
C_V2O5,CN2,0.118440000,0.245361812
C_V2O5,C_CH4,-0.857000000,0.933013688
C_V2O5,FOCA,-0.986300000,0.333355506
C_V2O5,POCA,0.140970000,0.166760227
C_V2O5,OEF,-0.929400000,0.361997030
C_V2O5,OEP,0.000000000,1.000000000
C_V2O5,TOHA,0.000000000,1.000000000
C_V2O5,POHA,0.134600000,0.894972854
C_V2O5,AWS,-0.173970000,0.087931704
C_V2O5,FOCW,0.101060000,0.321581981
C_V2O5,BKE,-0.658300000,0.518498677
C_V2O5,FOTCW,0.000000000,1.000000000
C_V2O5,CIV,0.724700000,0.477215490
C_V2O5,FS,0.274100000,0.788056519
C_V2O5,FA,0.206700000,0.839346376
C_V2O5,NOCR,0.000000000,1.000000000
C_V2O5,BWOO,0.000000000,1.000000000
C_V2O5,BWOC,0.101250000,0.320673001
C_V2O5,TOMI,0.700600000,0.491988048
C_V2O5,TFP,-0.138900000,0.891637985
C_V2O5,TFT,-0.750700000,0.461554352
C_V2O5,SPOF,-0.202820000,0.046652227
C_V2O5,PDOIF,0.122800000,0.228413324
C_V2O5,PDOUF,-0.528600000,0.604144700
C_V2O5,PDOCF,-0.445500000,0.662151718
C_V2O5,OER,0.134490000,0.187127395
C_V2O5,TCT,0.100750000,0.323068661
C_V2O5,UROCG,0.165430000,0.104667936
C_V2O5,BGV,0.107610000,0.291215355
C_V2O5,TLOF,0.912600000,0.370740024
C_V2O5,API,-0.716900000,0.481969913
C_V2O5,TOCW,-0.176040000,0.084218432
C_V2O5,SWS,0.626200000,0.539098350
C_V2O5,FOCG,0.000000000,1.000000000
C_V2O5,ABT,0.116870000,0.251675593
C_V2O5,VST,0.000000000,1.000000000
BA,C_C,0.165800000,0.870821437
BA,C_SI,-0.333700000,0.743448025
BA,C_MN,-0.443100000,0.663859762
BA,C_P,-0.196200000,0.847404392
BA,C_S1,-0.200000000,0.844486269
BA,C_V,0.892400000,0.381424366
BA,C_TI,0.797400000,0.434158877
BA,C_CR,-0.139610000,0.170890413
BA,C_NI,0.124770000,0.221035255
BA,C_CAO,0.461000000,0.963936381
BA,C_SIO2,0.712800000,0.484479323
BA,C_MGO,-0.312900000,0.758927026
BA,C_AL2O3,0.600000000,0.995304681
BA,C_FEO,0.153300000,0.880484328
BA,C_S2,-0.134000000,0.895438333
BA,C_TIO2,-0.140800000,0.167272359
BA,C_V2O5,-0.113720000,0.264682897
BA,BA,1.000000000,0.000000000
BA,CCO,-0.740800000,0.467483547
BA,CCO2,0.337100000,0.740927446
BA,CH2,-0.115800000,0.256043009
BA,CN2,0.564000000,0.580146843
BA,C_CH4,-0.848900000,0.405065815
BA,FOCA,-0.200950000,0.048712723
BA,POCA,0.154520000,0.129618515
BA,OEF,-0.123630000,0.225283695
BA,OEP,0.000000000,1.000000000
BA,TOHA,0.000000000,1.000000000
BA,POHA,-0.325800000,0.749315251
BA,AWS,-0.770000000,0.450117063
BA,FOCW,-0.510100000,0.616860695
BA,BKE,0.590000000,0.995382936
BA,FOTCW,0.000000000,1.000000000
BA,CIV,-0.196500000,0.847173937
BA,FS,-0.773900000,0.447825559
BA,FA,0.115010000,0.259301145
BA,NOCR,0.000000000,1.000000000
BA,BWOO,0.000000000,1.000000000
BA,BWOC,0.970400000,0.341207803
BA,TOMI,-0.841000000,0.409451422
BA,TFP,-0.160100000,0.875225414
BA,TFT,0.698000000,0.493596300
BA,SPOF,-0.808000000,0.428074054
BA,PDOIF,0.150900000,0.138847329
BA,PDOUF,-0.499000000,0.960965957
BA,PDOCF,-0.313230000,0.002120009
BA,OER,-0.623300000,0.540979377
BA,TCT,-0.571200000,0.575321133
BA,UROCG,0.389300000,0.702592518
BA,BGV,0.800300000,0.432489215
BA,TLOF,0.347800000,0.733013270
BA,API,-0.429900000,0.673285043
BA,TOCW,-0.581700000,0.568317834
BA,SWS,-0.152170000,0.135553629
BA,FOCG,0.000000000,1.000000000
BA,ABT,-0.211030000,0.038453030
BA,VST,0.000000000,1.000000000
CCO,C_C,-0.553500000,0.587218143
CCO,C_SI,-0.248060000,0.014960935
CCO,C_MN,-0.867000000,0.395124221
CCO,C_P,0.125960000,0.216662063
CCO,C_S1,-0.355750000,0.000482538
CCO,C_V,0.317600000,0.755420659
CCO,C_TI,-0.349000000,0.732127449
CCO,C_CR,-0.760200000,0.455904425
CCO,C_NI,0.167710000,0.099969929
CCO,C_CAO,0.753300000,0.460004181
CCO,C_SIO2,-0.660000000,0.948387241
CCO,C_MGO,-0.272000000,0.978716957
CCO,C_AL2O3,0.444900000,0.662578565
CCO,C_FEO,-0.371610000,0.000266380
CCO,C_S2,-0.100800000,0.921246485
CCO,C_TIO2,0.774200000,0.447649565
CCO,C_V2O5,-0.100000000,0.999921744
CCO,BA,-0.740800000,0.467483547
CCO,CCO,1.000000000,0.000000000
CCO,CCO2,0.302970000,0.002956902
CCO,CH2,-0.108400000,0.915330272
CCO,CN2,0.589000000,0.563473017
CCO,C_CH4,0.160400000,0.115651878
CCO,FOCA,0.277420000,0.006499961
CCO,POCA,0.129700000,0.000000000
CCO,OEF,0.208700000,0.837813396
CCO,OEP,0.000000000,1.000000000
CCO,TOHA,0.000000000,1.000000000
CCO,POHA,-0.212990000,0.036687685
CCO,AWS,-0.378790000,0.000202026
CCO,FOCW,-0.235340000,0.020970673
CCO,BKE,-0.157610000,0.122123910
CCO,FOTCW,0.000000000,1.000000000
CCO,CIV,0.388200000,0.703392989
CCO,FS,0.301820000,0.003067451
CCO,FA,0.184700000,0.856248144
CCO,NOCR,0.000000000,1.000000000
CCO,BWOO,0.000000000,1.000000000
CCO,BWOC,0.120070000,0.238925161
CCO,TOMI,0.206970000,0.042340325
CCO,TFP,0.996000000,0.922181031
CCO,TFT,-0.169473000,0.000000000
CCO,SPOF,-0.353112000,0.000000000
CCO,PDOIF,0.297881000,0.000000000
CCO,PDOUF,-0.326760000,0.001347405
CCO,PDOCF,0.149930000,0.141404237
CCO,OER,0.908900000,0.372683034
CCO,TCT,0.257730000,0.011464534
CCO,UROCG,-0.469812000,0.000000000
CCO,BGV,-0.909400000,0.372420097
CCO,TLOF,0.474500000,0.641653833
CCO,API,-0.131164000,0.000000000
CCO,TOCW,-0.250100000,0.806227181
CCO,SWS,0.690847000,0.000000000
CCO,FOCG,0.000000000,1.000000000
CCO,ABT,0.124990000,0.220222035
CCO,VST,0.000000000,1.000000000
CCO2,C_C,0.182150000,0.073992764
CCO2,C_SI,0.359810000,0.000415363
CCO2,C_MN,-0.105920000,0.298859416
CCO2,C_P,-0.168030000,0.099324229
CCO2,C_S1,0.480850000,0.000002372
CCO2,C_V,0.100240000,0.325524223
CCO2,C_TI,0.145760000,0.152809982
CCO2,C_CR,0.141400000,0.889699984
CCO2,C_NI,-0.318900000,0.754451697
CCO2,C_CAO,0.798200000,0.433697909
CCO2,C_SIO2,-0.400440000,0.000085281
CCO2,C_MGO,0.128100000,0.900017441
CCO2,C_AL2O3,0.852000000,0.403352580
CCO2,C_FEO,0.546040000,0.000000083
CCO2,C_S2,0.905000000,0.374737887
CCO2,C_TIO2,-0.235200000,0.817561669
CCO2,C_V2O5,0.210550000,0.038896201
CCO2,BA,0.337100000,0.740927446
CCO2,CCO,0.302970000,0.002956902
CCO2,CCO2,1.000000000,0.000000000
CCO2,CH2,-0.172190000,0.091229326
CCO2,CN2,-0.126650000,0.214155040
CCO2,C_CH4,0.959400000,0.346708929
CCO2,FOCA,-0.363250000,0.000365389
CCO2,POCA,0.110900000,0.276714272
CCO2,OEF,-0.232890000,0.022343759
CCO2,OEP,0.000000000,1.000000000
CCO2,TOHA,0.000000000,1.000000000
CCO2,POHA,-0.260600000,0.798264014
CCO2,AWS,-0.602490000,0.000000000
CCO2,FOCW,0.602900000,0.554303375
CCO2,BKE,-0.100430000,0.324607991
CCO2,FOTCW,0.000000000,1.000000000
CCO2,CIV,-0.737100000,0.469710299
CCO2,FS,-0.209590000,0.039795568
CCO2,FA,-0.312300000,0.759375006
CCO2,NOCR,0.000000000,1.000000000
CCO2,BWOO,0.000000000,1.000000000
CCO2,BWOC,0.218900000,0.031776753
CCO2,TOMI,-0.223320000,0.028482598
CCO2,TFP,-0.232692000,0.000000000
CCO2,TFT,-0.231927000,0.000000000
CCO2,SPOF,-0.412817000,0.000000000
CCO2,PDOIF,0.423790000,0.000032054
CCO2,PDOUF,-0.415056000,0.000000000
CCO2,PDOCF,0.161940000,0.112196758
CCO2,OER,-0.191600000,0.060194386
CCO2,TCT,-0.408690000,0.000060701
CCO2,UROCG,0.422916000,0.000000000
CCO2,BGV,-0.568900000,0.576860616
CCO2,TLOF,-0.148500000,0.145239479
CCO2,API,-0.463390000,0.000005433
CCO2,TOCW,-0.285338000,0.000000000
CCO2,SWS,0.263400000,0.796144005
CCO2,FOCG,0.000000000,1.000000000
CCO2,ABT,0.322200000,0.751993765
CCO2,VST,0.000000000,1.000000000
CH2,C_C,-0.877000000,0.389695446
CH2,C_SI,0.619600000,0.543384058
CH2,C_MN,0.537500000,0.598069498
CH2,C_P,-0.177740000,0.081264687
CH2,C_S1,0.612300000,0.548143979
CH2,C_V,0.807000000,0.428645965
CH2,C_TI,-0.151070000,0.138402900
CH2,C_CR,0.640400000,0.529935371
CH2,C_NI,0.122500000,0.904366796
CH2,C_CAO,0.324700000,0.750133367
CH2,C_SIO2,-0.670000000,0.994756902
CH2,C_MGO,-0.821000000,0.420679716
CH2,C_AL2O3,0.354600000,0.727998348
CH2,C_FEO,0.402000000,0.693374790
CH2,C_S2,0.717000000,0.943936825
CH2,C_TIO2,0.959800000,0.346507904
CH2,C_V2O5,-0.272000000,0.789642012
CH2,BA,-0.115800000,0.256043009
CH2,CCO,-0.108400000,0.915330272
CH2,CCO2,-0.172190000,0.091229326
CH2,CH2,1.000000000,0.000000000
CH2,CN2,-0.645600000,0.526599818
CH2,C_CH4,-0.505500000,0.620040631
CH2,FOCA,0.261910000,0.010192505
CH2,POCA,-0.144500000,0.156390483
CH2,OEF,0.183600000,0.857095034
CH2,OEP,0.000000000,1.000000000
CH2,TOHA,0.000000000,1.000000000
CH2,POHA,0.115300000,0.258101800
CH2,AWS,0.125340000,0.218932702
CH2,FOCW,0.195650000,0.054971643
CH2,BKE,-0.120000000,0.906309406
CH2,FOTCW,0.000000000,1.000000000
CH2,CIV,0.128240000,0.208457783
CH2,FS,0.990600000,0.331252119
CH2,FA,-0.112830000,0.268440462
CH2,NOCR,0.000000000,1.000000000
CH2,BWOO,0.000000000,1.000000000
CH2,BWOC,-0.528100000,0.604486824
CH2,TOMI,0.424700000,0.677012268
CH2,TFP,-0.730000000,0.994287378
CH2,TFT,0.157600000,0.877158210
CH2,SPOF,-0.222000000,0.827635001
CH2,PDOIF,-0.152820000,0.133891388
CH2,PDOUF,0.115290000,0.258143093
CH2,PDOCF,0.131810000,0.196067747
CH2,OER,-0.147000000,0.885361270
CH2,TCT,-0.842800000,0.408449693
CH2,UROCG,-0.134620000,0.186701505
CH2,BGV,0.288640000,0.004632392
CH2,TLOF,-0.860500000,0.398677314
CH2,API,0.204880000,0.044467770
CH2,TOCW,0.904000000,0.929349358
CH2,SWS,0.478300000,0.638987596
CH2,FOCG,0.000000000,1.000000000
CH2,ABT,0.250230000,0.014103501
CH2,VST,0.000000000,1.000000000
CN2,C_C,0.102060000,0.316816728
CN2,C_SI,-0.303100000,0.766254060
CN2,C_MN,0.441800000,0.664785683
CN2,C_P,0.363000000,0.971599158
CN2,C_S1,-0.866500000,0.395396855
CN2,C_V,-0.527800000,0.604692141
CN2,C_TI,0.718000000,0.481297861
CN2,C_CR,0.121620000,0.232915779
CN2,C_NI,-0.133510000,0.190361059
CN2,C_CAO,-0.151000000,0.988183812
CN2,C_SIO2,0.278400000,0.784812779
CN2,C_MGO,-0.864800000,0.396324658
CN2,C_AL2O3,-0.671500000,0.510147368
CN2,C_FEO,-0.217400000,0.831152167
CN2,C_S2,-0.169880000,0.095656239
CN2,C_TIO2,0.500800000,0.623297049
CN2,C_V2O5,0.118440000,0.245361812
CN2,BA,0.564000000,0.580146843
CN2,CCO,0.589000000,0.563473017
CN2,CCO2,-0.126650000,0.214155040
CN2,CH2,-0.645600000,0.526599818
CN2,CN2,1.000000000,0.000000000
CN2,C_CH4,0.141040000,0.166549692
CN2,FOCA,-0.801000000,0.937381545
CN2,POCA,0.828300000,0.416560595
CN2,OEF,-0.913400000,0.370320742
CN2,OEP,0.000000000,1.000000000
CN2,TOHA,0.000000000,1.000000000
CN2,POHA,-0.130700000,0.897999110
CN2,AWS,0.396900000,0.697071040
CN2,FOCW,0.121490000,0.233415635
CN2,BKE,0.139500000,0.891172805
CN2,FOTCW,0.000000000,1.000000000
CN2,CIV,-0.213960000,0.035839864
CN2,FS,-0.851500000,0.403628614
CN2,FA,-0.796000000,0.937771626
CN2,NOCR,0.000000000,1.000000000
CN2,BWOO,0.000000000,1.000000000
CN2,BWOC,-0.198100000,0.845945066
CN2,TOMI,0.860000000,0.993270084
CN2,TFP,0.316400000,0.756315426
CN2,TFT,0.212200000,0.835132165
CN2,SPOF,0.811100000,0.426303955
CN2,PDOIF,0.142700000,0.888692483
CN2,PDOUF,0.621300000,0.542278544
CN2,PDOCF,0.173080000,0.089568298
CN2,OER,-0.139000000,0.891560452
CN2,TCT,-0.246500000,0.808962086
CN2,UROCG,-0.706800000,0.488164357
CN2,BGV,0.119340000,0.241792953
